SED_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SED55504,288,191,78,45,10,3,835,13,141,184,111,59,21,9,0,535,372,1370,1326,719,362,193,54,13,4412,258,744,962,801,451,234,77,36,3561,835,1764,1616,1532,1060,594,251,61,7715,124,97,82,59,50,18,6,0,441,54,122,199,172,151,98,24,6,827,1020,1987,1893,1767,1262,712,278,67,8976,26,48,69,56,53,37,21,4,313,356,405,346,394,333,324,221,99,2479,2046,4913,5070,4032,2605,1565,669,217,21115
SED55605,223,177,74,43,5,0,667,20,119,161,180,57,19,7,0,562,245,1053,1218,818,345,197,58,15,3951,299,884,1173,1156,532,220,75,7,4346,1394,2853,2510,2384,1122,584,213,44,11105,258,198,133,103,48,27,3,0,762,104,187,247,186,137,76,29,6,974,1757,3240,2887,2671,1306,682,244,51,12841,24,50,58,70,60,29,12,3,309,727,833,756,789,450,351,273,149,4329,3074,6317,6477,5863,2825,1535,680,221,27003
SED55706,131,113,119,147,31,8,631,3,61,114,124,156,83,19,3,559,78,611,839,662,714,503,172,28,3615,74,292,454,566,650,501,163,58,2760,483,964,1186,1308,1176,670,245,53,6076,143,77,81,64,77,29,8,4,471,47,80,122,137,181,152,40,11,768,669,1115,1389,1514,1427,852,293,68,7323,13,32,32,42,55,60,25,5,261,454,371,486,644,717,681,464,177,4002,1290,2560,3442,3665,3852,2818,1171,347,19143
SED55802,300,169,89,29,6,0,1032,22,137,147,125,68,19,10,0,529,433,1790,1329,766,364,183,45,13,4932,322,1156,1049,759,472,185,70,20,4034,1113,2422,1868,1696,1020,420,183,32,8752,195,189,127,85,39,21,3,0,663,81,175,192,192,111,64,23,3,856,1388,2790,2187,1968,1179,503,217,37,10272,37,89,87,56,54,27,12,6,378,615,902,777,618,399,306,236,164,4013,2834,7288,5872,4467,2617,1261,600,246,25188
SED55905,333,264,178,82,23,8,1179,16,156,161,187,136,41,15,0,720,322,1436,1211,822,564,209,96,29,4686,172,498,598,544,453,245,102,43,2652,437,1027,974,939,746,476,267,74,4949,94,72,49,33,42,17,0,4,310,32,79,113,140,125,82,49,23,634,563,1176,1136,1112,911,579,316,103,5900,11,42,56,50,41,35,25,9,282,312,458,429,385,376,379,405,281,3032,1412,4049,3919,3375,2654,1570,991,469,18444
SED59494,24,17,15,12,0,0,117,0,15,5,6,16,6,3,0,48,58,227,89,47,63,35,10,0,522,20,73,35,51,77,42,3,0,308,78,227,166,169,202,103,17,3,969,20,16,13,9,12,5,0,0,65,7,29,11,15,29,19,0,0,114,108,273,191,197,236,123,14,3,1147,10,9,5,3,5,7,4,0,43,177,385,315,357,222,142,26,5,1633,374,1033,673,680,633,368,58,13,3820
SED59797,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,10,8,5,0,0,3,0,31,0,13,20,17,9,0,0,0,55,0,41,39,32,11,0,0,0,134,0,3,3,0,0,0,0,0,5,0,4,3,3,0,0,0,0,13,6,49,46,34,10,0,0,0,145,0,0,0,0,0,0,0,0,0,7,29,20,24,9,0,0,0,87,11,106,100,83,31,4,3,0,338
SED60101,18,20,38,37,3,0,129,0,7,11,12,26,19,3,0,78,15,110,104,110,147,93,25,7,603,14,47,101,99,143,90,37,9,542,134,304,266,326,314,171,68,19,1596,24,34,38,21,27,12,0,0,158,11,13,29,32,38,40,11,3,177,170,354,330,381,377,213,77,23,1931,0,0,5,3,10,8,3,0,35,133,79,110,133,190,182,117,31,983,334,622,678,767,933,640,270,75,4309
SED60106,200,176,141,93,23,8,806,4,99,102,110,97,51,11,4,482,201,799,809,669,549,293,106,51,3473,67,285,404,443,405,285,160,52,2093,507,935,885,850,737,483,264,83,4742,102,102,61,49,36,28,12,3,388,45,81,82,103,108,83,47,23,568,652,1114,1028,1006,878,595,319,108,5701,14,20,33,25,34,30,27,19,208,332,306,274,340,333,448,367,255,2661,1279,2780,2848,2763,2436,1794,1005,507,15418
SED60112,147,192,140,100,23,3,714,6,61,80,111,108,50,12,3,426,159,659,693,571,501,261,72,19,2932,46,202,300,386,362,222,101,23,1649,379,726,654,676,600,351,166,48,3598,100,66,33,46,23,18,8,3,289,39,37,63,76,89,69,33,3,415,519,832,753,799,706,437,207,52,4303,6,11,20,24,20,32,10,6,122,231,184,165,206,255,257,190,129,1623,973,2047,2156,2288,2100,1359,612,238,11774
SED60115,116,102,90,63,15,0,523,12,37,51,43,55,29,11,0,244,195,530,430,377,303,205,70,23,2120,136,242,281,359,332,211,79,16,1658,568,942,749,918,763,488,192,62,4695,182,137,107,66,49,12,4,3,554,62,83,110,107,94,49,27,9,539,814,1162,969,1087,905,550,224,75,5790,19,25,19,18,18,21,19,8,146,545,403,370,476,441,546,351,127,3248,1723,2524,2229,2462,2151,1633,763,245,13728
SED60207,68,67,73,44,12,0,317,5,36,54,83,77,53,10,0,314,76,413,407,342,379,253,75,16,1962,55,237,350,418,413,267,113,36,1886,525,1083,1005,1026,877,575,237,63,5387,160,113,87,78,45,30,3,0,519,47,63,91,112,104,78,36,8,534,738,1259,1190,1214,1024,674,271,69,6443,8,34,15,20,28,33,33,6,182,277,236,238,291,445,556,449,233,2730,1168,2262,2318,2434,2438,1880,965,372,13839
SED60208,72,65,95,54,8,3,362,9,41,50,65,77,41,7,0,299,76,385,370,347,390,216,70,17,1876,47,215,334,421,379,252,101,27,1772,601,1052,981,1002,927,496,230,54,5352,184,124,68,58,55,17,8,5,514,44,81,97,118,130,70,38,13,595,833,1258,1145,1181,1117,583,275,69,6461,8,14,15,34,22,41,19,6,157,317,227,238,386,444,464,400,165,2650,1295,2207,2228,2501,2512,1655,882,302,13582
SED60209,62,82,78,47,14,3,342,3,37,56,78,83,33,8,0,297,83,368,352,325,342,192,72,22,1765,62,194,318,416,389,255,111,27,1777,553,975,882,1109,974,445,223,38,5202,129,114,71,71,52,28,6,0,466,51,70,104,121,110,62,41,4,566,731,1151,1059,1304,1142,526,269,51,6236,3,15,19,27,27,26,25,3,146,372,283,297,461,523,529,416,144,3028,1258,2108,2149,2698,2586,1622,915,243,13579
SED60214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,9,0,0,4,4,3,0,0,0,12,0,11,6,15,9,4,0,0,42,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,9,6,15,4,4,0,0,50,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,17,5,15,18,19,21,8,3,0,94
SED60302,17,18,25,10,0,0,102,4,13,18,15,13,3,3,0,67,18,108,105,58,46,32,16,3,387,16,84,134,111,78,47,16,9,494,189,417,332,359,260,106,82,16,1763,44,32,28,19,6,12,6,0,144,14,25,20,35,27,19,14,4,153,248,469,379,405,296,137,98,20,2058,3,8,4,13,4,4,8,0,39,67,61,98,84,86,95,91,24,601,355,777,761,699,545,328,236,44,3749
SED60303,162,105,62,32,13,6,585,0,90,96,97,80,31,0,3,406,118,691,558,379,335,166,67,26,2341,73,342,358,453,348,183,94,31,1879,562,1228,990,948,865,461,270,86,5423,134,148,81,60,56,31,11,5,530,41,100,104,100,118,64,37,6,561,746,1476,1167,1108,1044,555,317,102,6512,18,32,21,30,36,33,27,7,201,404,378,353,453,481,506,427,249,3253,1368,3202,2729,2633,2386,1499,943,417,15172
SED60304,656,551,457,227,64,17,2657,17,232,253,317,249,125,31,11,1233,521,1848,1512,1155,1020,579,195,85,6910,110,337,419,499,463,312,135,56,2324,374,670,525,554,460,265,125,59,3030,99,63,51,40,27,23,0,3,307,36,47,43,70,99,60,30,22,407,509,780,621,661,589,347,152,88,3744,5,33,23,27,34,51,32,12,222,317,436,320,332,359,296,227,179,2473,1515,4304,3803,3537,3178,1942,842,447,19562
SED60305,9,5,4,0,0,0,16,0,3,0,5,5,0,0,0,9,0,10,11,10,17,3,0,0,61,0,3,9,14,7,4,3,0,46,5,9,12,7,16,6,0,0,63,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,3,0,7,3,12,9,9,25,6,3,0,76,0,0,0,0,0,0,0,0,3,3,7,7,4,13,6,0,0,34,16,37,50,51,69,25,4,0,251
SED60310,447,472,399,270,104,25,2363,41,99,141,188,162,99,25,7,751,437,1028,940,844,904,581,178,85,4999,99,193,216,292,329,332,178,73,1699,166,248,219,335,269,178,77,32,1531,48,22,17,13,11,14,3,7,132,23,24,31,36,55,35,34,18,261,228,296,273,389,341,231,117,56,1924,17,23,13,25,22,24,30,7,165,201,170,136,167,216,204,149,94,1339,1059,2416,2157,2372,2375,1748,783,342,13244
SED60402,8,11,6,4,0,0,43,0,5,9,5,14,0,0,3,43,12,75,62,43,54,22,0,3,264,10,44,70,61,54,27,7,3,268,57,192,153,133,109,41,24,4,718,15,13,3,3,3,3,0,0,44,11,15,19,21,22,9,0,3,105,78,219,173,163,140,54,26,9,861,0,5,0,3,9,0,3,0,25,23,23,29,34,31,38,40,25,249,128,382,356,321,305,143,76,44,1755
SED60405,244,269,277,206,50,9,1189,10,74,140,148,163,111,20,3,667,110,613,892,813,804,507,155,29,3922,50,259,467,635,620,450,169,30,2684,427,966,979,1022,977,521,194,36,5122,102,85,74,76,53,25,12,4,430,37,74,104,110,160,125,43,7,656,568,1126,1153,1211,1182,675,245,49,6202,10,25,27,32,54,48,24,14,227,303,229,294,341,466,497,301,91,2529,1052,2449,3222,3457,3567,2486,963,219,17418
SED60410,117,99,59,42,27,8,476,3,36,51,52,38,26,9,0,214,56,403,331,204,185,133,69,17,1403,23,112,137,146,132,135,63,18,769,154,312,271,214,196,130,66,20,1366,48,36,16,11,10,5,3,4,127,10,24,28,33,40,36,12,8,191,213,367,309,259,241,167,85,32,1686,5,5,7,8,16,18,18,5,83,75,86,60,80,92,117,95,57,660,376,1128,1008,852,764,638,363,146,5284
SED60411,248,182,168,140,36,15,987,12,125,150,161,144,102,31,3,723,171,879,902,631,644,429,161,90,3906,80,276,427,513,496,457,235,85,2559,401,871,750,878,771,501,353,111,4637,92,80,54,43,50,23,6,9,350,40,60,98,121,126,105,71,31,645,527,1016,897,1036,946,627,422,155,5634,5,21,25,43,40,64,47,18,257,294,366,347,338,369,419,417,242,2793,1100,2874,2990,2903,2808,2225,1349,599,16857
SED60413,117,120,118,50,18,6,513,6,61,69,96,84,26,7,0,339,87,399,457,398,384,185,49,25,1974,41,171,283,341,305,179,48,21,1400,323,689,643,666,623,296,101,28,3382,55,62,34,35,37,15,0,0,234,29,34,68,78,82,47,15,9,354,407,788,745,776,734,363,123,37,3973,3,11,10,16,22,23,14,4,104,169,131,148,201,212,210,124,34,1230,720,1639,1821,1946,1854,1041,375,122,9523
SED60501,36,44,70,49,14,3,240,0,10,19,44,65,25,6,0,167,30,166,194,223,280,222,65,14,1192,22,99,143,230,288,265,86,8,1139,221,415,491,633,709,475,159,40,3140,58,61,45,41,42,17,6,0,270,21,42,50,71,103,67,24,0,372,294,518,583,744,857,562,185,44,3787,0,4,17,19,19,32,21,3,118,223,159,204,330,411,484,278,119,2212,571,977,1192,1623,1991,1639,656,201,8850
SED60502,26,37,40,27,6,0,155,3,22,18,43,32,14,3,0,139,35,136,145,159,135,92,32,11,738,26,151,226,224,225,109,42,3,1005,392,811,757,635,585,338,98,18,3637,118,118,67,39,39,14,5,0,403,47,61,86,76,66,44,12,3,386,556,995,909,748,689,400,117,22,4429,10,6,23,13,21,23,8,3,105,365,278,279,316,379,363,233,49,2268,999,1604,1621,1533,1516,1031,440,91,8835
SED60512,36,34,59,50,14,0,211,0,18,22,26,42,15,10,0,133,22,88,124,155,173,116,50,11,738,8,46,90,144,171,160,51,11,676,103,202,265,341,344,241,96,14,1605,24,25,18,25,15,13,0,0,118,10,12,23,40,43,37,16,3,186,138,242,305,399,400,294,112,18,1915,0,6,4,3,12,15,7,6,54,129,81,83,150,198,202,118,35,994,295,494,660,908,1061,855,367,79,4724
SED60513,54,57,48,39,10,0,254,6,21,34,34,39,29,3,0,178,37,211,220,190,218,148,27,4,1061,33,150,175,240,271,159,55,13,1085,250,604,513,589,585,307,112,33,2993,59,58,38,39,34,10,0,0,241,20,32,43,48,67,55,16,4,285,328,701,595,686,679,371,130,35,3523,0,11,11,14,17,36,11,3,102,174,131,163,209,268,259,184,79,1476,578,1266,1246,1429,1537,1044,426,145,7676
SED60514,66,79,92,86,14,7,404,0,30,49,87,75,51,13,3,311,71,371,447,414,464,330,94,27,2204,40,213,318,449,477,352,125,29,2010,479,911,867,1072,956,571,195,41,5092,107,92,74,63,45,27,16,3,421,56,68,87,129,140,111,46,10,645,641,1068,1028,1267,1138,713,253,50,6156,9,11,6,23,34,36,27,10,156,369,246,319,465,511,562,348,136,2956,1132,1983,2236,2778,2794,2130,874,257,14195
SED69494,5,7,5,3,0,0,31,0,4,3,0,0,0,0,0,6,3,31,16,5,15,8,0,0,77,0,11,13,12,9,7,0,0,59,21,22,17,17,22,9,3,0,120,5,3,3,0,0,0,0,0,16,0,4,0,4,4,3,0,0,13,29,33,23,25,25,13,3,0,152,0,0,0,0,3,0,0,0,4,33,46,36,35,18,15,3,0,190,67,127,93,80,78,50,10,0,517
SED69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,4,0,0,10,4,11,3,3,7,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,7,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,9,6,19,6,5,5,7,0,0,44
SED70001,9,0,11,3,0,0,33,0,11,9,6,7,5,0,0,29,6,50,37,29,26,6,0,0,158,11,13,20,19,19,7,0,0,88,24,71,60,69,59,13,0,0,301,10,19,21,12,4,0,0,0,77,23,37,37,32,9,4,0,0,140,57,134,122,118,73,12,0,0,513,4,7,4,7,0,0,0,0,26,240,202,316,160,64,23,6,3,1023,319,426,512,345,205,52,14,4,1875
SED70002,120,103,71,18,3,0,442,3,55,78,69,32,16,4,0,250,52,492,358,266,181,58,27,0,1433,18,207,195,205,151,38,13,3,837,143,346,287,296,198,74,30,4,1384,34,19,16,16,3,4,0,0,91,19,35,34,34,35,8,0,0,160,195,400,334,341,233,86,33,11,1632,4,16,16,15,10,6,0,0,74,196,370,236,256,181,91,41,15,1392,476,1657,1332,1262,868,311,117,32,6054
SED70003,30,12,23,3,0,0,91,0,8,23,9,10,0,0,0,51,5,138,83,55,41,5,0,0,325,4,43,66,55,28,8,5,0,210,29,127,138,142,59,11,0,0,511,23,48,24,25,6,0,0,0,136,17,28,32,27,13,5,0,0,116,75,206,196,191,84,21,0,0,767,3,13,5,0,0,7,0,0,33,561,447,324,263,161,60,14,0,1830,651,872,717,586,340,100,21,4,3298
SED70004,22,13,9,4,0,0,80,3,12,19,20,8,6,0,0,67,16,122,79,63,64,18,0,0,365,14,46,45,70,60,18,6,0,252,91,197,135,143,119,64,15,0,761,26,26,24,24,5,3,0,0,119,4,19,19,20,15,4,3,0,82,121,246,174,190,138,70,19,0,963,3,9,3,4,4,3,3,0,29,264,253,193,188,147,87,20,0,1162,418,726,526,552,431,206,49,0,2917
SED70005,54,31,17,3,0,0,145,0,23,35,19,9,0,0,0,90,35,254,226,95,42,14,3,0,676,40,135,189,147,65,13,10,0,589,235,628,393,258,130,50,14,3,1706,43,29,33,15,10,3,0,0,125,13,25,41,23,9,9,0,0,123,292,687,457,298,149,60,17,3,1956,3,13,10,0,3,3,3,0,39,145,181,148,118,88,39,25,0,753,517,1332,1119,715,368,136,58,8,4247
SED70006,105,101,87,40,8,0,435,5,58,54,84,46,14,5,0,255,38,322,299,216,192,53,11,5,1141,18,128,139,157,145,45,15,3,661,156,355,306,308,227,74,14,6,1446,41,33,14,21,6,4,0,0,122,12,24,35,27,29,11,0,0,141,210,413,361,350,264,86,17,8,1708,6,11,12,11,19,4,4,0,63,169,257,205,212,209,120,38,19,1229,446,1285,1176,1134,955,366,97,28,5487
SED70007,40,28,20,4,0,0,127,4,31,41,29,20,3,0,0,122,26,208,186,97,45,22,5,0,589,28,177,186,148,70,17,4,0,631,203,564,408,263,139,33,14,4,1629,40,27,17,9,3,0,0,0,103,19,28,40,23,22,4,5,3,142,265,619,469,296,166,35,16,4,1873,12,10,8,10,9,3,0,0,55,89,134,139,96,63,38,25,15,598,424,1221,1075,689,385,116,57,27,3997
SED70008,146,134,69,28,7,0,549,0,53,70,46,31,10,3,0,215,117,520,359,190,129,73,29,3,1423,36,117,168,137,96,56,15,3,631,112,273,224,159,113,80,27,11,1003,14,10,9,3,3,4,0,0,52,12,20,27,24,17,17,0,0,124,146,313,262,191,137,95,27,15,1183,4,3,17,8,9,5,0,0,49,172,199,152,109,113,96,60,26,934,479,1357,1186,825,581,370,139,49,4983
SED70009,27,31,22,13,0,0,108,0,11,12,22,16,7,0,0,74,12,96,86,82,88,38,7,3,414,7,42,76,86,59,38,8,0,316,98,244,225,237,204,108,16,4,1134,42,52,44,29,24,10,0,0,200,10,24,15,29,17,11,0,0,104,150,320,286,294,241,135,16,4,1443,0,3,3,14,4,6,3,0,36,241,379,305,306,244,143,36,7,1656,413,857,799,829,675,382,75,10,4043
SED70010,39,24,11,12,0,0,106,0,31,21,27,17,3,0,0,105,17,166,145,106,55,23,12,4,527,20,94,123,110,104,33,6,0,496,151,380,339,266,157,50,20,4,1359,42,40,23,20,7,0,0,0,134,15,30,23,21,16,10,5,0,115,206,449,384,296,178,63,24,4,1606,3,3,11,4,4,0,3,0,37,213,207,186,167,131,84,33,8,1033,463,976,915,740,503,226,77,18,3917
SED70011,137,94,70,42,12,0,506,4,72,55,58,39,9,3,0,232,64,518,328,216,146,74,23,12,1382,16,155,156,161,91,59,23,0,652,92,277,200,184,136,78,29,5,997,21,20,15,12,3,4,0,0,75,13,25,21,24,13,11,0,3,111,124,326,233,217,157,89,32,7,1178,10,14,11,14,7,12,7,0,70,113,250,152,146,136,97,61,37,997,339,1468,1067,907,642,381,163,59,5025
SED70012,94,65,60,18,0,0,344,9,45,53,30,35,11,0,0,183,113,493,313,176,136,50,14,3,1290,27,180,134,138,98,37,7,0,621,125,472,216,199,126,46,16,3,1207,21,18,13,4,4,3,3,0,72,8,27,14,24,16,10,3,0,106,152,515,246,229,146,63,22,3,1380,0,9,6,10,11,0,0,0,41,133,289,159,130,114,58,15,10,912,438,1633,1005,781,603,239,56,14,4773
SED70013,18,30,23,13,3,0,93,0,14,35,24,30,6,0,0,107,24,107,132,135,105,50,7,0,559,12,74,131,172,109,40,9,0,550,181,377,432,506,294,128,30,3,1940,36,23,20,17,21,5,0,3,127,17,25,31,46,40,19,0,0,188,230,428,479,572,354,147,28,3,2244,0,3,8,4,3,7,0,0,26,183,151,201,238,219,130,28,6,1164,453,795,1005,1171,849,393,77,14,4751
SED70014,104,65,39,20,8,0,319,3,34,52,37,33,15,0,0,173,34,306,262,179,93,51,10,0,938,27,96,91,109,72,53,19,0,460,82,195,227,193,138,91,28,3,950,20,16,16,13,6,3,0,0,78,4,24,27,25,23,9,11,0,117,111,232,265,231,165,104,40,3,1150,4,11,17,3,3,0,0,0,38,119,138,135,135,108,79,43,6,768,291,891,932,757,522,323,114,18,3852
SED70015,46,28,36,15,4,0,175,0,17,31,22,29,8,4,0,113,33,208,170,127,87,37,9,0,676,16,66,116,98,93,23,6,0,427,84,258,222,226,177,55,12,3,1032,29,22,17,8,6,4,0,0,90,12,21,24,24,15,3,0,0,108,125,301,260,259,205,61,16,9,1233,9,10,11,3,4,7,3,0,46,149,194,151,143,134,82,20,9,878,335,848,793,687,588,226,60,13,3549
SED70016,33,26,28,3,3,0,147,0,52,25,24,24,10,0,0,128,51,263,183,128,76,39,6,0,739,28,151,123,161,90,33,13,0,598,152,385,248,233,157,70,21,3,1271,32,34,22,25,12,3,0,0,124,6,31,18,25,26,7,5,0,123,197,447,283,286,195,82,25,0,1522,0,6,13,10,4,0,0,0,35,309,432,276,364,282,168,74,21,1933,592,1389,941,997,701,334,130,21,5105
SED70017,28,32,22,12,3,0,134,3,14,13,24,24,7,0,0,74,28,148,88,67,78,30,4,4,460,33,84,57,65,76,19,6,3,336,120,199,136,181,150,53,11,5,856,32,46,27,23,20,3,0,0,151,21,39,39,30,14,12,3,0,165,168,286,207,231,184,69,13,3,1168,4,10,3,4,3,0,0,3,25,593,560,369,294,214,114,38,16,2195,828,1130,760,717,598,256,69,29,4400
SED70018,29,46,28,17,0,0,135,0,22,28,30,22,6,0,0,116,45,171,153,133,99,47,10,3,665,30,109,163,189,134,42,5,0,681,300,597,564,520,331,121,33,7,2474,57,17,16,14,9,3,0,0,118,19,19,35,28,28,13,3,0,150,377,631,618,563,369,139,30,7,2742,3,5,7,13,5,5,0,3,44,390,873,758,592,322,131,27,12,3094,843,1830,1755,1568,979,385,80,25,7474
SED70019,31,27,18,12,3,0,119,4,15,41,26,20,3,0,0,110,11,104,113,71,61,12,0,0,382,3,60,75,67,47,10,4,0,264,47,177,171,189,112,27,4,0,727,33,44,54,39,25,10,0,0,201,8,27,22,11,16,0,0,0,92,91,243,251,240,155,34,3,0,1023,0,8,3,8,3,0,0,0,22,264,208,169,140,117,49,11,0,951,375,665,679,578,424,116,16,0,2861
SED70020,170,110,110,47,9,3,621,3,62,52,49,42,18,3,0,240,79,541,370,226,174,74,21,0,1486,26,144,118,123,83,49,10,0,552,76,254,191,164,122,81,21,3,915,26,13,4,8,9,3,0,0,62,9,28,18,22,20,9,9,4,110,110,292,216,193,152,91,27,6,1087,9,14,12,3,6,3,7,0,57,124,253,167,156,112,83,27,8,932,356,1482,1109,865,675,366,99,23,4974
SED70021,137,113,90,35,7,0,650,3,76,44,46,35,13,0,0,222,145,930,377,230,188,78,16,3,1970,83,285,170,160,114,40,8,0,860,166,468,202,200,139,60,14,0,1258,22,24,9,10,8,0,0,0,75,13,47,25,26,17,12,0,0,151,198,545,243,239,165,76,19,0,1481,6,35,16,12,16,3,0,0,88,258,611,251,217,169,82,33,11,1629,701,2743,1237,1021,779,316,82,18,6899
SED70022,81,44,49,20,6,0,268,0,26,39,33,41,8,0,0,152,46,254,245,155,119,57,9,5,881,19,97,129,129,103,50,20,3,554,93,278,264,258,167,90,21,5,1182,26,17,26,15,8,3,0,0,87,12,19,25,31,24,22,3,0,137,128,313,319,307,201,115,26,5,1403,3,3,5,12,12,4,4,0,40,112,152,148,130,124,69,20,7,764,312,905,957,815,647,329,81,18,4061
SED70023,69,40,35,15,0,0,216,4,36,45,29,20,4,3,0,140,43,358,235,143,70,34,3,0,882,48,203,206,138,79,12,0,3,687,232,637,339,233,163,46,11,0,1662,38,46,20,22,4,3,0,0,130,19,36,33,22,12,8,0,0,123,282,728,388,277,174,58,9,3,1916,3,10,17,9,3,3,4,0,50,161,226,145,111,117,57,18,0,828,544,1624,1096,752,492,177,34,7,4721
SED70024,7,15,6,3,0,0,45,0,4,0,5,19,3,0,0,37,12,54,41,38,45,12,0,0,208,11,28,22,48,23,9,4,0,145,59,77,74,67,57,15,0,0,356,23,44,14,25,7,0,0,0,107,11,12,15,12,8,4,0,0,57,89,139,104,104,77,22,0,0,529,0,0,0,3,0,0,0,0,11,434,278,166,209,98,33,18,3,1237,541,515,344,419,272,85,25,3,2202
SED70025,115,76,56,24,0,0,361,5,43,51,43,36,8,3,0,189,78,375,316,183,134,46,16,0,1143,28,139,147,164,99,48,13,0,638,143,353,244,226,146,60,24,0,1191,20,23,5,14,4,6,0,0,69,10,14,23,21,24,9,0,0,103,171,392,270,261,175,77,24,0,1365,0,12,5,9,4,3,3,0,41,99,169,107,104,85,48,33,7,654,377,1221,1018,845,584,256,88,8,4395
SED79494,11,9,4,6,0,0,52,0,13,4,6,6,3,0,0,34,18,58,39,19,28,17,0,0,184,13,19,26,30,23,17,0,0,121,20,52,45,51,76,53,9,0,322,9,3,3,4,5,3,0,0,29,14,11,6,3,9,3,0,0,45,49,65,55,59,90,58,6,0,392,3,3,0,9,8,3,0,0,24,82,196,161,193,114,73,14,0,831,162,376,295,324,284,173,22,0,1635
SED79797,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,8,4,0,0,0,0,17,3,6,0,0,0,0,0,0,8,0,7,4,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,10,8,3,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,15,3,27,21,7,3,0,3,0,60
SED80001,692,685,640,278,54,8,2832,34,231,367,449,433,144,20,4,1680,509,2073,2045,1728,1571,676,199,44,8853,325,1128,1278,1516,1217,523,129,37,6153,1050,2181,1731,1762,1421,583,251,68,9039,207,156,113,102,86,37,17,5,726,74,113,165,256,305,160,63,13,1156,1330,2452,2005,2121,1815,782,327,89,10919,23,63,62,87,95,79,26,11,457,505,479,467,594,572,428,326,239,3606,2744,6882,6922,7182,6336,2907,1087,436,34499
